微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
zj4RJCedz,git rebase -i 将近来对sbteclipse一点一点的修改合并成了一个commit，然后给原作者提交了pull request，如果他接受，马上就发布sbt和NetBeans集成的正式版本，否则，就可能要另立山头了。  ,无,无,2013-02-14 05:00,微博 weibo.com,3,0,0
ziW9K93mw,很遗憾，中国经济的发展是在摧毁文化之后开始的，它构建的农村、城市以至整个社会是如此地丑陋、病态，甚至有那么点无可救药，甚至不是构建，而是摧毁，甚至，有那么点反人类。  ,无,无,2013-02-13 06:50,诺基亚808纯景,0,5,3
ziUiFq8eW,sbt与NetBeans集成终于接近发布，至少akka项目已能自由跳转、浏览。sbt本身也勉强能玩。我的风格是边学边干，过程中也渐渐摸清了sbt的陷阱和路数。sbt的目标比较大，也基本做到了，比如能同时应对不同的Scala版本。但它的代码组织得不好，以至现在仍然难用NetBeans的集成来轻松了解它，以及上手帮它。  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e1r600t75jj.jpg,无,2013-02-13 02:06,微博 weibo.com,1,0,2
ziU9xgyY9,"You must build sbteclipse under the Scala version which was used to build sbt itself to get this plugin working under sbt. For sbt 0.12.2, it's Scala 2.9.2. But to develop sbteclipse, I have to set the project's scalaVersion := 2.10.0 in project/Build.scala. Mind switching game.  ",无,无,2013-02-13 01:44,微博 weibo.com,0,0,0
ziIMz0s4J,Using NetBeans to debug NetBeans debugging sbt project.  ,无,无,2013-02-11 20:47,微博 weibo.com,0,0,10
﻿ziACQjtWX,sbt中项目的信息似乎是单向的，就是说，这些信息通常只在父项目的project目录下统一定义，而且，如果直接进到子项目，sbt就不知道加载这些信息了；唯一的方法是从顶级项目一级一级进去，才能获得完整的信息，也只有这时，才能从子项目也倒回去。没办法，sbt就是这样设计的，我也只好让NetBeans从了。  ,无,无,2013-02-11 00:01,微博 weibo.com,0,0,4
ziyHAvkiw,新年，日子排着队上门，好的，一眼望不头，是我顺序执行它们，还是它们顺序执行我。各位新年快乐！  ,无,无,2013-02-10 19:07,微博 weibo.com,0,3,5
zirFKDEy3,人间烟火，扶正祛邪  原图 ,http://ww1.sinaimg.cn/large/6fc85a2fjw1e1nnl05asyj.jpg,无,2013-02-10 01:14,微博 weibo.com,0,0,2
zinXLoumA,Wonder  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1e1n78ep4tnj.jpg,无,2013-02-09 15:47,微博 weibo.com,0,0,2
zijB95jxs,从make能处理如此多样、来自地球各个角落的软件来看，人是能跨越各种差异自主搭建起庞大体系的，至少程序员能做到。当然，相对而言，程序都要遵循计算这个游戏的基本规则，我们也不在乎它是美国人先定的，还是芬兰人先定的。  ,无,无,2013-02-09 04:40,微博 weibo.com,0,0,0
zigwdmiCo,akka的代码真心不错。Jonas Bonér不愧为瑞典数一数二的架构师。  ,无,无,2013-02-08 20:50,微博 weibo.com,0,2,6
zieDUsi5E,今天早上修复了几个sbt和NetBeans集成的bug，春节前的工作告一段落。节后两个月计划了几件事：1、看akka的代码；2、决定AIOTrade是否迁移到akka；3、决定AIOTrade是否从MySQL完全迁移到HBase；4、开始一个新的交易策略的开发。  ,无,无,2013-02-08 16:03,微博 weibo.com,1,2,8
zieCCmXjH,这个自动交易系统，对休市日并不做任何预设，期指仍会自动移仓到下一期合约。期指的交割日为合约到期月份的第3个周五，春节休市时间比较长，IF1302的交割日顺延到2月18日，本月的第四个周一，春节前其实没剩几个交易日，因此移仓的时机尤其要注意。系统在前天就根据市场情况自动从IF1302移到了IF1303。  ,无,无,2013-02-08 16:00,微博 weibo.com,0,0,0
zi0l3igRr,在想NetBeans中同时支持不同版本的Scala，困难在于是否要直接用从Scala compiler中得到的各种自省类，它们包含了语法要素的类别、成员等信息，对于IDE非常有用。但由于Scala版本的不兼容，它们无法跨版本使用。如果不直接使用，则只能自已定义一套能囊括这些信息的类，很累。IntelliJ大抵是这样做的。  ,无,无,2013-02-07 03:38,微博 weibo.com,0,0,0
zhQBcr8qT,Sbt与NetBeans的集成现在可以试用。首先你需要NetBeans 7.2+，然后到http://t.cn/zY5uIHh按照指令自己build NetBeans的Scala相关插件并安装到NetBeans中；最后按照http://t.cn/zY5uIH7的说明自己build Sbt的sbteclipse插件。目前只支持Scala 2.10.0的项目。  ,无,无,2013-02-06 02:51,微博 weibo.com,0,2,3
zhQmsuJMD,在试NetBeans 7.3rc1 + sbt + Scala，NetBeans越来越好了。  ,无,无,2013-02-06 02:14,微博 weibo.com,0,0,0
zhQj1bwWW,好像这个系统不知道Scala是词？//我的微博关键词。你也来试试吧~ http://t.cn/aphsT7  原图 ,http://ww1.sinaimg.cn/large/6fc85a2fjw1e1j2nh42wnj.jpg,无,2013-02-06 02:06,围脖关键词,0,0,0
zhxg6r4Vc,在不影响sbteclipse原来功能的基础上，我为它加了命令参数“gen-for-netbeans”来创建与Eclipse项目的.classpath稍有不同的.classpath_nb，这个文件是sbt项目和NetBeans之间的桥梁。不过，与IntelliJ和Eclipse的类似功能不同，NetBeans用户不需关心和手工运行这个命令，一切自动。http://t.cn/zYGNlPT  ,无,无,2013-02-04 01:36,微博 weibo.com,0,0,2
zhfCNa0Nm,函数式编程的好处是不用保存状态，如果CPU的计算能力够强，这意味着所需的内存空间可以很小。从原生数据出发，组合好合适粒度的中间数据，就可能以较低的成本实现大数据的实时分析。在AIOTrade中，这样合适粒度的中间数据只设计了两种：分钟线和日线，其余周期的数据和指标都是由此派生（计算）而来。  ,无,无,2013-02-02 04:43,微博 weibo.com,1,13,0
zheHMtySb,Sbt与NetBeans的集成， 除了NetBeans端的工作，还需要一个sbt的plugin，它在sbt的context中运行，从而能够获取sbt项目的相关信息。IntelliJ和Eclipse都分别写了这样的plugin，NetBeans本来也有一个，是俄罗斯的remeniuk写的，但这些plugin都需要改造，我最后决定改造Eclipse的，见http://t.cn/zY4pK4o  ,无,无,2013-02-02 02:22,微博 weibo.com,0,1,1
zhcteeITp,忙了一阵了，总觉得有些工作做得还不够好。  ,无,无,2013-02-01 20:41,微博 weibo.com,0,0,3
zhcrKC29k,所幸北风  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e1e6oi9hsej.jpg,无,2013-02-01 20:38,微博 weibo.com,0,0,0
zh6vt3HBk,在看eclipse的sbt plugin代码。借助scalaz，很明显的函数式风格，几乎没中间状态，一气呵成的函数调用链。可是，本想在它基础上增加NetBeans需要的特定代码，可就是难找到能插进去脚的地方，因为代码本身就没有留歇一歇喘口气的空间。这不该是函数式风格本身的缘故，究竟这份代码什么地方出了问题呢？  ,无,无,2013-02-01 05:30,微博 weibo.com,0,0,2
zh3upyLar,sbt默认选定它自己的sbtVersion和build它自身的scalaVersion。好吧，你开始猜该在哪里配置想要的sbtVersion和scalaVersion，然后，它开始不停地提示你这那jar的这那的sbtVersion和这那的scalaVersion的版本找不到，转出不来了。比如不能在build.properties配sbtVersion为SNAPSHOT的，但删掉就又对了。  ,无,无,2013-01-31 21:49,微博 weibo.com,0,0,1
zh1QqCONi,同事的电脑也被北京的空气污染了，风口堵塞，发烫，正在抢救。  ,无,无,2013-01-31 17:38,微博 weibo.com,0,2,0
zgTnFuqyj,居然有点困，天黑得还不够。  ,无,无,2013-01-30 20:05,微博 weibo.com,0,1,1
zgObt2Zmy,看了一眼窗外，空气未见改善。北京的空气再这么污浊下去，真的要考虑撤离城市，转移到农村这个统治薄弱环节的方案了。中国不会成了一个在这赚钱是为了离开的地方吧。  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fgw1e1b7kat0bxj.jpg,无,2013-01-30 06:51,微博 weibo.com,0,2,4
zgFhMnN7b,数据分布在各节点的内存，这些节点只负责做Map运算，可以通过RabbitMQ之类的消息机制来实现Reduce归并。Actor模式在这里可以带来非常多的好处，以至于我放弃了Hadoop的Map/Reduce机制，而采用Scala的Actor自己处理。最近思考另一个行业的大数据分析，发现在金融计算平台上的这些经验几乎可以照搬过去。  ,无,无,2013-01-29 08:12,微博 weibo.com,0,7,7
zgFcUmIg1,要精心设计出最简洁合理的“组合”数据来进行分析，这些数据量应该控制在能载入到数十（百）台合理成本的PC服务器内存中，比如，目前约258G内存/台，10台能载入2T的数据，成本在一两百万左右。载入的数据组合成业务对象，并全部设计为可并行计算的Actors，以用CPU的计算能力换取空间。  ,无,无,2013-01-29 08:00,微博 weibo.com,0,2,1
zgF9k9Hp4,#大数据#的分析，常常陷入“通用”架构而忽略了具体场景的分析。在开发金融计算平台的过程中，我体会到数据必须区分出“原生”的和“组合”的，原生的如行情Tick，组合的如分钟和日线；数据都可以NoSQL的形式存于存储上，原生的尽量少存取，最好仅用于回放和重演生成组合，组合的则全载入内存做计算。  ,无,无,2013-01-29 07:51,微博 weibo.com,0,7,2
zgF2RsG4c,卡片大小的Raspberry Pi已经成为国外许多小朋友和青少年的Hack玩具，用它来开发各种有趣的控制系统等。越来越多的语言也已经移植到上面，包括JavaFX和，没错，Erlang。Erlang的Actor和消息机制对于许多卡片机交互，或者对卡片机上一些硬件的映射（比如中断例程），没准能用来搞出一些很有意思的东西。  ,无,无,2013-01-29 07:36,微博 weibo.com,1,18,0
zguuc6Lad,这个自然界运转正常，以致我不必每天亲自看到日出。我去睡了。  ,无,无,2013-01-28 04:43,诺基亚808纯景,0,0,2
zgtFbr6IQ,上次提到的现在已经18个月不间断运行的金融计算平台，上周终于重启了一次，原因么，是其中一台linux系统的网络服务长时间运转后抗不做了。为了避免类似问题，整个系统干脆全部重启。RabbitMQ也在这次长运行中经受住了考验。  ,无,无,2013-01-28 02:37,微博 weibo.com,0,1,0
zgtcbnnmZ,刚实现从NetBeans的context中去获得sbt项目的source目录和所依赖的classpath，就是说，编辑窗口中的Scala源文件终于能够被编译器完整处理和跳转，也就是说，从今天起，NetBeans对sbt项目的支持已经成立，或者说完成了自举。接下来还剩一些用户配置项的界面工作，然后即可发布。  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fgw1e18mwpeyf2j.jpg,无,2013-01-28 01:26,微博 weibo.com,0,2,7
zgknldPZ2,《数学中的伟大定理》唤起了我少年时期对几何和代数的喜爱（实际上我一直认为少年时期是我最智慧的时候）。书的语言并不深奥，但其内容即使对现在的我也颇具启示。比如对古人用直尺和圆规来“度量”和“区分”数的手段有很朴素但直达本质的表述，甚至，它让我想起了图灵和邱奇对“可计算性”的直觉。  ,无,无,2013-01-27 02:58,微博 weibo.com,0,2,3
zgkhz6fxK,GFW可能具备了一定的学习和侦测加密通讯的能力，在无法清查关键词时，凭借不成熟的学习能力对VPN访问随时截断。这可能导致对加密通讯的商务信息，比如信用卡信息，也错误地截断，从而影响到全球的商业活动。它已经成为互联网上一个不透明、不受任何法律制约的盖世太保，而且采取了封建的保甲连坐方式。  ,无,无,2013-01-27 02:44,微博 weibo.com,1,58,9
zg0yjtbfK,继续Hack sbt和NetBeans的集成。在NetBeans中，sbt console是用JTextComponent实现的，在接受到sbt的输出后，对每一行做解析，对出错信息，可以得到文件名和行号，然后在JTextComponent中以链接的颜色和风格显示。同时，当鼠标移动到出错信息时，改变Cursor的形状，并在点击时跳转到出错文件。如图。  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fgw1e154gccqqsj.jpg,无,2013-01-25 00:30,微博 weibo.com,0,7,0
zfX2xyLmB,Alpha策略（400万实盘）。第二个持仓周期开始，今天共买入19只股票和3张期指空单。  ,无,无,2013-01-24 15:34,微博 weibo.com,1,3,7
zfJnundVm,最近忙的，每天只能拿晚上的部分时间继续NetBeans的sbt插件。现在可以为每个sbt项目单独打开一个sbt console，这其实是没办法的办法，因为不能在一个sbt console中游走于所有的sbt项目。距离支持sbt项目在NetBeans中随意使用只剩一步之遥了，因为一个在背后运行的sbt任务其实也差不多写好了。  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fgw1e130mrsyryj.jpg,无,2013-01-23 04:47,微博 weibo.com,1,0,3
zfHVzjwkC,github被封，手段是DNS污染（很卑劣下作的手段）。虽然可以在hosts里显式设置github的ip地址来绕过，但终归还是不便。可以考虑使用DNSCrypt来加密与DNS服务的通讯，并用opendns作DNS服务。DNSCrypt在http://t.cn/zYPjS7B。与GFW的战斗是长期的，既然有人宣战，那我们就参战吧。  ,无,无,2013-01-23 01:06,微博 weibo.com,4,427,52
zfGZuqTe7,丰子恺《生机》  原图 ,http://ww1.sinaimg.cn/large/6fc85a2fjw1e12q3agccxj.jpg,无,2013-01-22 22:42,微博 weibo.com,0,3,0
zfhtatoSc,越来越觉得人是设计出来的，而不是摸着石头弄出来的。  ,无,无,2013-01-20 05:44,微博 weibo.com,1,2,2
zfh26FBrp,sbt在输出信息到控制台时，用ANSI控制串来标示出不同信息的颜色。但在NetBeans中这些输出被我重定向打印到一个JTextComponent，这个部件并不过滤和处理ANSI控制串，因此，我写了一个FilterOutputStream，让ANSI控制串来控制其中的显示效果，就有了如图所示。剩下的工作应该再没什么难度，时间问题。  原图 ,http://ww1.sinaimg.cn/large/6fc85a2fjw1e0zjhxf3qcj.jpg,无,2013-01-20 04:37,微博 weibo.com,0,0,1
zf7O1iBAm,先把sbt console嵌在NetBeans中，pipe它的in/out，然后，简单地回到石器时代，用text来与sbt进程交互，就是说，我往接管的in写一个text command，然后sbt就会执行它，并以text输出到out，我取到text并解析。in/out现在都在我的掌握中。第一步的结果如图。不过我还需要让输出解释ANSI控制串并正确渲染。  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1e0yerfvyikj.jpg,无,2013-01-19 05:08,微博 weibo.com,0,0,2
zeVUegqt7,骑自行车的人  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1e0wy82vipzj.jpg,无,2013-01-17 22:50,微博 weibo.com,1,1,0
zeVSdxNah,长安街上的轮影  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1e0wy2vrqzrj.jpg,无,2013-01-17 22:45,微博 weibo.com,0,0,0
zeU6K6vmx,000路公共汽车  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1e0wqaeruolj.jpg,无,2013-01-17 18:16,诺基亚808纯景,0,0,2
zeOyu7oHx,好吧，我终于拿到了这个state，基本上，支持NetBeans下sbt项目的代码编辑应该不会再有太大的困难。但我想看看能否自己起来个loop，并且让它控制一个NetBeans内嵌的sbt console。  ,无,无,2013-01-17 04:08,微博 weibo.com,0,1,1
zeOvY75CI,最终决定回到直接嵌sbt的路子：为每个NetBeans打开的sbt项目按sbt的启动方式初始化，得到一个初始state，这个state包含一些前置任务，比如检查依赖库有没有下载等，要先把这些前置任务完成，然后我就可以加载自己写的任务了。这也意味着在NB下要做些重复工作，即使你已经起了sbt命令行。而且初始化慢。  ,无,无,2013-01-17 04:01,微博 weibo.com,0,0,0
zeNuZayuZ,我可以写一个sbt的插件带一个真正配备了channel的actor进去卧底，但除非在sbt的shell下手动敲入命令，这个卧底根本进不了loop，还是拿不到state，马的，第一次遇到这样脑残的设计。  ,无,无,2013-01-17 01:26,微博 weibo.com,0,0,1
